exp_id,seed,p,n_regimes,total_samples,n_true_cps,n_detected_cps,det_f1,det_precision,det_recall,det_tp,det_fp,det_fn,n_structures,mean_shd,mean_norm_shd,mean_struct_f1,mean_struct_precision,mean_struct_recall,consensus_shd,consensus_norm_shd,consensus_f1,consensus_precision,consensus_recall,causalmorph_mean_shd,causalmorph_mean_norm_shd,causalmorph_mean_f1,causalmorph_mean_precision,causalmorph_mean_recall,causalmorph_cons_norm_shd,causalmorph_cons_f1,directlingam_mean_shd,directlingam_mean_norm_shd,directlingam_mean_f1,directlingam_mean_precision,directlingam_mean_recall,directlingam_cons_norm_shd,directlingam_cons_f1,icalingam_mean_shd,icalingam_mean_norm_shd,icalingam_mean_f1,icalingam_mean_precision,icalingam_mean_recall,icalingam_cons_norm_shd,icalingam_cons_f1,status,error_msg
154,1777522851,5,5,3252,4,3,0.5714,0.6667,0.5,2,1,2,4,4.75,0.238,0.452,0.496,0.42,4,0.2,0.75,0.667,0.857,5.0,0.25,0.528,0.499,0.566,0.4,0.6,10.75,0.538,0.0,0.0,0.0,0.7,0.125,10.75,0.538,0.0,0.0,0.0,0.7,0.125,ok,
155,1777522852,5,5,3454,4,3,0.5714,0.6667,0.5,2,1,2,4,2.25,0.112,0.611,0.583,0.667,8,0.4,0.333,0.25,0.5,2.5,0.125,0.6,0.572,0.667,0.35,0.462,3.5,0.175,0.25,0.25,0.25,0.45,0.308,4.0,0.2,0.0,0.0,0.0,0.45,0.182,ok,
156,1777522853,5,5,3478,4,3,0.5714,0.6667,0.5,2,1,2,4,2.75,0.138,0.493,0.416,0.625,3,0.15,0.667,0.5,1.0,2.75,0.138,0.493,0.416,0.625,0.15,0.667,4.75,0.238,0.167,0.125,0.25,0.2,0.6,5.5,0.275,0.0,0.0,0.0,0.3,0.4,ok,
157,1777522854,5,5,3510,4,3,0.8571,1.0,0.75,3,0,1,4,6.0,0.3,0.25,0.25,0.25,14,0.7,0.0,0.0,0.0,5.75,0.288,0.25,0.25,0.25,0.7,0.0,8.0,0.4,0.0,0.0,0.0,0.8,0.0,8.0,0.4,0.0,0.0,0.0,0.75,0.0,ok,
158,1777522855,5,5,3607,4,4,1.0,1.0,1.0,4,0,0,5,3.6,0.18,0.467,0.467,0.467,5,0.25,0.444,0.4,0.5,3.6,0.18,0.467,0.467,0.467,0.25,0.444,5.6,0.28,0.0,0.0,0.0,0.4,0.0,5.6,0.28,0.0,0.0,0.0,0.4,0.0,ok,
159,1777522856,5,5,3420,4,3,0.2857,0.3333,0.25,1,2,3,4,5.0,0.25,0.427,0.438,0.425,8,0.4,0.333,0.333,0.333,4.75,0.238,0.439,0.458,0.425,0.35,0.364,7.75,0.388,0.244,0.175,0.417,0.65,0.48,10.0,0.5,0.0,0.0,0.0,0.85,0.0,ok,
160,1777522857,5,5,3608,4,4,0.5,0.5,0.5,2,2,2,5,6.4,0.32,0.294,0.28,0.317,14,0.7,0.222,0.154,0.4,6.0,0.3,0.334,0.33,0.347,0.6,0.333,8.0,0.4,0.0,0.0,0.0,0.6,0.143,8.0,0.4,0.0,0.0,0.0,0.6,0.143,ok,
161,1777522858,5,5,3759,4,4,0.75,0.75,0.75,3,1,1,5,4.4,0.22,0.35,0.34,0.367,6,0.3,0.4,0.333,0.5,4.2,0.21,0.357,0.35,0.367,0.25,0.444,5.8,0.29,0.0,0.0,0.0,0.45,0.0,5.8,0.29,0.0,0.0,0.0,0.45,0.0,ok,
162,1777522859,5,5,3397,4,3,0.5714,0.6667,0.5,2,1,2,4,2.75,0.138,0.62,0.625,0.642,3,0.15,0.727,0.667,0.8,3.25,0.162,0.537,0.542,0.558,0.2,0.6,6.25,0.312,0.1,0.1,0.1,0.35,0.364,7.25,0.363,0.0,0.0,0.0,0.45,0.182,ok,
163,1777522860,5,5,3225,4,3,0.5714,0.6667,0.5,2,1,2,4,4.25,0.213,0.573,0.588,0.582,4,0.2,0.778,0.636,1.0,4.5,0.225,0.565,0.576,0.582,0.25,0.737,10.75,0.538,0.0,0.0,0.0,0.75,0.118,10.75,0.538,0.0,0.0,0.0,0.8,0.0,ok,
164,1777522861,5,5,3177,4,1,0.4,1.0,0.25,1,0,3,2,0.5,0.025,0.9,1.0,0.834,19,0.95,0.095,0.05,1.0,0.5,0.025,0.9,1.0,0.834,0.95,0.095,5.5,0.275,0.0,0.0,0.0,0.95,0.095,5.5,0.275,0.0,0.0,0.0,0.95,0.095,ok,
165,1777522862,5,5,3526,4,4,1.0,1.0,1.0,4,0,0,5,2.8,0.14,0.539,0.6,0.5,6,0.3,0.4,0.286,0.667,2.8,0.14,0.539,0.6,0.5,0.3,0.4,7.2,0.36,0.0,0.0,0.0,0.4,0.2,7.2,0.36,0.0,0.0,0.0,0.4,0.2,ok,
166,1777522863,5,5,3535,4,2,0.6667,1.0,0.5,2,0,2,3,2.333,0.117,0.595,0.583,0.611,4,0.2,0.5,0.4,0.667,2.333,0.117,0.595,0.583,0.611,0.2,0.5,4.0,0.2,0.0,0.0,0.0,0.3,0.0,4.0,0.2,0.0,0.0,0.0,0.3,0.0,ok,
167,1777522864,5,5,3357,4,2,0.6667,1.0,0.5,2,0,2,3,3.0,0.15,0.444,0.444,0.444,9,0.45,0.0,0.0,0.0,3.0,0.15,0.444,0.444,0.444,0.45,0.0,5.667,0.283,0.0,0.0,0.0,0.4,0.2,5.667,0.283,0.0,0.0,0.0,0.4,0.2,ok,
168,1777522865,5,5,3353,4,4,1.0,1.0,1.0,4,0,0,5,2.0,0.1,0.3,0.3,0.3,5,0.25,0.0,0.0,0.0,2.0,0.1,0.3,0.3,0.3,0.25,0.0,3.2,0.16,0.0,0.0,0.0,0.2,0.0,3.2,0.16,0.0,0.0,0.0,0.2,0.0,ok,
169,1777522866,5,5,3502,4,4,0.75,0.75,0.75,3,1,1,5,3.6,0.18,0.581,0.6,0.587,9,0.45,0.471,0.364,0.667,3.6,0.18,0.581,0.6,0.587,0.45,0.471,7.6,0.38,0.133,0.124,0.147,0.55,0.421,8.6,0.43,0.0,0.0,0.0,0.7,0.0,ok,
170,1777522867,5,5,3566,4,4,1.0,1.0,1.0,4,0,0,5,2.0,0.1,0.699,0.8,0.633,4,0.2,0.6,0.429,1.0,2.0,0.1,0.699,0.8,0.633,0.2,0.6,7.2,0.36,0.0,0.0,0.0,0.45,0.182,7.6,0.38,0.0,0.0,0.0,0.6,0.0,ok,
171,1777522868,5,5,3691,4,1,0.0,0.0,0.0,0,1,4,2,1.5,0.075,0.775,0.708,0.875,15,0.75,0.4,0.25,1.0,1.5,0.075,0.775,0.708,0.875,0.75,0.4,4.0,0.2,0.334,0.25,0.5,0.75,0.4,6.5,0.325,0.154,0.111,0.25,0.75,0.4,ok,
172,1777522869,5,5,3618,4,1,0.4,1.0,0.25,1,0,3,2,9.5,0.475,0.254,0.272,0.238,13,0.65,0.519,0.35,1.0,8.5,0.425,0.325,0.343,0.31,0.65,0.519,12.0,0.6,0.143,0.125,0.166,0.65,0.519,14.0,0.7,0.0,0.0,0.0,0.65,0.519,ok,
173,1777522870,5,5,3630,4,3,0.8571,1.0,0.75,3,0,1,4,4.0,0.2,0.35,0.333,0.375,8,0.4,0.2,0.167,0.25,4.75,0.238,0.35,0.333,0.375,0.55,0.154,6.25,0.312,0.0,0.0,0.0,0.5,0.167,6.0,0.3,0.0,0.0,0.0,0.5,0.0,ok,
174,1777522871,5,5,3429,4,3,0.8571,1.0,0.75,3,0,1,4,4.5,0.225,0.461,0.6,0.438,10,0.5,0.286,0.222,0.4,3.0,0.15,0.525,0.5,0.562,0.3,0.571,6.5,0.325,0.2,0.167,0.25,0.45,0.471,8.0,0.4,0.046,0.036,0.062,0.55,0.267,ok,
175,1777522872,5,5,3456,4,4,0.75,0.75,0.75,3,1,1,5,3.8,0.19,0.606,0.599,0.613,7,0.35,0.588,0.455,0.833,3.4,0.17,0.602,0.633,0.58,0.15,0.769,8.4,0.42,0.067,0.067,0.067,0.75,0.118,8.8,0.44,0.0,0.0,0.0,0.7,0.0,ok,
176,1777522873,5,5,3517,4,4,0.5,0.5,0.5,2,2,2,5,3.8,0.19,0.476,0.52,0.447,5,0.25,0.615,0.571,0.667,3.6,0.18,0.498,0.55,0.48,0.3,0.5,8.4,0.42,0.05,0.04,0.067,0.8,0.111,8.6,0.43,0.05,0.04,0.067,0.85,0.105,ok,
177,1777522874,5,5,3366,4,2,0.3333,0.5,0.25,1,1,3,3,4.0,0.2,0.457,0.472,0.611,6,0.3,0.5,0.5,0.5,4.0,0.2,0.457,0.472,0.611,0.3,0.5,8.667,0.433,0.0,0.0,0.0,0.5,0.375,8.333,0.417,0.051,0.048,0.056,0.55,0.267,ok,
178,1777522875,5,5,3647,4,3,0.8571,1.0,0.75,3,0,1,4,4.25,0.212,0.52,0.625,0.45,5,0.25,0.444,0.5,0.4,4.25,0.212,0.52,0.625,0.45,0.25,0.444,10.75,0.538,0.0,0.0,0.0,0.65,0.0,10.75,0.538,0.0,0.0,0.0,0.65,0.0,ok,
179,1777522876,5,5,3298,4,2,0.6667,1.0,0.5,2,0,2,3,3.0,0.15,0.54,0.555,0.528,5,0.25,0.286,0.333,0.25,3.667,0.183,0.512,0.5,0.528,0.35,0.222,6.667,0.333,0.083,0.067,0.111,0.4,0.429,7.333,0.367,0.0,0.0,0.0,0.55,0.0,ok,
180,1777522877,5,5,3596,4,3,0.5714,0.6667,0.5,2,1,2,4,6.75,0.338,0.301,0.296,0.317,9,0.45,0.526,0.417,0.714,6.75,0.338,0.301,0.296,0.317,0.45,0.526,8.25,0.413,0.143,0.143,0.143,0.6,0.4,10.0,0.5,0.033,0.031,0.036,0.75,0.118,ok,
181,1777522878,5,5,3490,4,2,0.3333,0.5,0.25,1,1,3,3,3.333,0.167,0.333,0.333,0.333,6,0.3,0.0,0.0,0.0,3.333,0.167,0.333,0.333,0.333,0.3,0.0,5.333,0.267,0.0,0.0,0.0,0.35,0.222,5.333,0.267,0.0,0.0,0.0,0.4,0.0,ok,
182,1777522879,5,5,3350,4,2,0.3333,0.5,0.25,1,1,3,3,6.667,0.333,0.279,0.233,0.389,10,0.5,0.286,0.2,0.5,6.667,0.333,0.279,0.233,0.389,0.5,0.286,7.667,0.383,0.083,0.067,0.111,0.45,0.308,8.333,0.417,0.0,0.0,0.0,0.5,0.167,ok,
183,1777522880,5,5,3723,4,3,0.8571,1.0,0.75,3,0,1,4,7.0,0.35,0.25,0.25,0.25,12,0.6,0.25,0.2,0.333,7.0,0.35,0.25,0.25,0.25,0.6,0.25,8.0,0.4,0.0,0.0,0.0,0.75,0.0,8.0,0.4,0.0,0.0,0.0,0.65,0.0,ok,
184,1777522881,5,5,3509,4,2,0.6667,1.0,0.5,2,0,2,3,5.667,0.283,0.222,0.167,0.333,10,0.5,0.167,0.143,0.2,3.333,0.167,0.496,0.444,0.622,0.2,0.6,6.667,0.333,0.0,0.0,0.0,0.4,0.333,5.667,0.283,0.121,0.111,0.133,0.35,0.462,ok,
185,1777522882,5,5,3439,4,2,0.6667,1.0,0.5,2,0,2,3,4.333,0.217,0.324,0.389,0.278,6,0.3,0.25,0.25,0.25,4.333,0.217,0.324,0.389,0.278,0.3,0.25,7.0,0.35,0.148,0.111,0.222,0.35,0.462,7.0,0.35,0.148,0.111,0.222,0.35,0.462,ok,
186,1777522883,5,5,3485,4,2,0.6667,1.0,0.5,2,0,2,3,3.0,0.15,0.563,0.528,0.611,6,0.3,0.4,0.333,0.5,5.667,0.283,0.369,0.317,0.444,0.6,0.25,8.0,0.4,0.0,0.0,0.0,0.6,0.143,7.0,0.35,0.0,0.0,0.0,0.5,0.0,ok,
187,1777522884,5,5,3402,4,1,0.4,1.0,0.25,1,0,3,2,5.0,0.25,0.375,0.375,0.375,16,0.8,0.333,0.2,1.0,5.0,0.25,0.375,0.375,0.375,0.8,0.333,8.0,0.4,0.166,0.125,0.25,0.8,0.333,9.5,0.475,0.0,0.0,0.0,0.8,0.333,ok,
188,1777522885,5,5,3509,4,3,0.8571,1.0,0.75,3,0,1,4,4.5,0.225,0.236,0.225,0.25,7,0.35,0.364,0.25,0.667,4.75,0.238,0.236,0.225,0.25,0.4,0.333,7.25,0.363,0.0,0.0,0.0,0.4,0.0,7.0,0.35,0.05,0.042,0.062,0.45,0.0,ok,
189,1777522886,5,5,3206,4,5,0.8889,0.8,1.0,4,1,0,6,1.667,0.083,0.494,0.528,0.5,6,0.3,0.0,0.0,0.0,1.667,0.083,0.494,0.528,0.5,0.3,0.0,4.333,0.217,0.042,0.028,0.083,0.45,0.0,4.667,0.233,0.0,0.0,0.0,0.4,0.0,ok,
190,1777522887,5,5,3743,4,3,0.8571,1.0,0.75,3,0,1,4,3.75,0.188,0.537,0.566,0.521,7,0.35,0.533,0.444,0.667,4.0,0.2,0.52,0.524,0.521,0.35,0.533,8.5,0.425,0.0,0.0,0.0,0.7,0.125,8.75,0.438,0.0,0.0,0.0,0.75,0.118,ok,
191,1777522888,5,5,3671,4,1,0.4,1.0,0.25,1,0,3,2,3.5,0.175,0.367,0.375,0.416,17,0.85,0.261,0.15,1.0,3.5,0.175,0.367,0.375,0.416,0.85,0.261,5.0,0.25,0.25,0.166,0.5,0.85,0.261,7.5,0.375,0.091,0.056,0.25,0.85,0.261,ok,
192,1777522889,5,5,3267,4,3,0.5714,0.6667,0.5,2,1,2,4,2.75,0.138,0.636,0.667,0.642,6,0.3,0.4,0.4,0.4,2.5,0.125,0.686,0.75,0.642,0.25,0.444,7.25,0.362,0.0,0.0,0.0,0.5,0.0,7.5,0.375,0.0,0.0,0.0,0.5,0.167,ok,
193,1777522890,5,5,3589,4,5,0.8889,0.8,1.0,4,1,0,6,5.333,0.267,0.27,0.264,0.311,10,0.5,0.167,0.167,0.167,5.333,0.267,0.27,0.264,0.311,0.5,0.167,8.167,0.408,0.0,0.0,0.0,0.7,0.125,8.5,0.425,0.0,0.0,0.0,0.65,0.133,ok,
194,1777522891,5,5,3399,4,1,0.4,1.0,0.25,1,0,3,2,2.5,0.125,0.643,0.625,0.666,15,0.75,0.4,0.25,1.0,2.5,0.125,0.643,0.625,0.666,0.75,0.4,4.0,0.2,0.125,0.1,0.166,0.75,0.4,5.0,0.25,0.0,0.0,0.0,0.75,0.4,ok,
195,1777522892,5,5,3379,4,3,0.5714,0.6667,0.5,2,1,2,4,5.0,0.25,0.403,0.396,0.425,6,0.3,0.571,0.444,0.8,5.0,0.25,0.403,0.396,0.425,0.3,0.571,10.0,0.5,0.0,0.0,0.0,0.65,0.235,9.75,0.488,0.0,0.0,0.0,0.65,0.133,ok,
196,1777522893,5,5,3620,4,5,0.8889,0.8,1.0,4,1,0,6,1.667,0.083,0.634,0.667,0.639,5,0.25,0.444,0.333,0.667,2.5,0.125,0.5,0.556,0.472,0.3,0.25,4.667,0.233,0.0,0.0,0.0,0.35,0.0,4.667,0.233,0.0,0.0,0.0,0.35,0.0,ok,
197,1777522894,5,5,3385,4,2,0.6667,1.0,0.5,2,0,2,3,7.667,0.383,0.167,0.125,0.25,12,0.6,0.25,0.182,0.4,8.0,0.4,0.167,0.125,0.25,0.55,0.267,9.0,0.45,0.111,0.083,0.167,0.75,0.0,10.333,0.517,0.0,0.0,0.0,0.75,0.0,ok,
198,1777522895,5,5,3289,4,3,0.2857,0.3333,0.25,1,2,3,4,4.75,0.238,0.533,0.542,0.525,6,0.3,0.625,0.5,0.833,5.25,0.262,0.491,0.5,0.483,0.35,0.588,9.75,0.488,0.125,0.107,0.15,0.55,0.353,10.75,0.538,0.038,0.031,0.05,0.65,0.133,ok,
199,1777522896,5,5,3618,4,3,0.5714,0.6667,0.5,2,1,2,4,4.5,0.225,0.6,0.725,0.526,6,0.3,0.571,0.667,0.5,6.75,0.338,0.383,0.425,0.355,0.45,0.526,14.0,0.7,0.0,0.0,0.0,0.75,0.211,13.5,0.675,0.0,0.0,0.0,0.8,0.0,ok,
200,1777522897,6,5,3578,4,3,0.5714,0.6667,0.5,2,1,2,4,6.5,0.217,0.495,0.508,0.494,12,0.4,0.455,0.333,0.714,6.5,0.217,0.464,0.479,0.458,0.433,0.381,10.5,0.35,0.112,0.092,0.146,0.433,0.435,12.0,0.4,0.033,0.028,0.042,0.567,0.19,ok,
201,1777522898,6,5,3405,4,4,1.0,1.0,1.0,4,0,0,5,6.2,0.207,0.489,0.469,0.548,10,0.333,0.583,0.467,0.778,7.0,0.233,0.393,0.393,0.417,0.4,0.538,12.6,0.42,0.05,0.04,0.067,0.6,0.308,13.2,0.44,0.0,0.0,0.0,0.7,0.0,ok,
202,1777522899,6,5,3480,4,4,0.75,0.75,0.75,3,1,1,5,6.8,0.227,0.295,0.295,0.295,14,0.467,0.222,0.182,0.286,7.0,0.233,0.293,0.292,0.295,0.467,0.222,9.2,0.307,0.0,0.0,0.0,0.467,0.222,9.0,0.3,0.0,0.0,0.0,0.5,0.0,ok,
203,1777522900,6,5,3323,4,1,0.4,1.0,0.25,1,0,3,2,9.0,0.3,0.45,0.375,0.562,22,0.733,0.421,0.267,1.0,9.0,0.3,0.45,0.375,0.562,0.733,0.421,13.0,0.433,0.158,0.138,0.188,0.733,0.421,15.0,0.5,0.048,0.038,0.062,0.733,0.421,ok,
204,1777522901,6,5,3404,4,4,1.0,1.0,1.0,4,0,0,5,4.8,0.16,0.519,0.597,0.487,10,0.333,0.375,0.375,0.375,4.6,0.153,0.539,0.603,0.537,0.267,0.5,11.0,0.367,0.0,0.0,0.0,0.533,0.111,11.0,0.367,0.0,0.0,0.0,0.533,0.111,ok,
205,1777522902,6,5,3535,4,4,0.5,0.5,0.5,2,2,2,5,7.2,0.24,0.164,0.14,0.225,13,0.433,0.235,0.222,0.25,7.8,0.26,0.133,0.1,0.2,0.5,0.118,10.6,0.353,0.0,0.0,0.0,0.6,0.25,10.0,0.333,0.0,0.0,0.0,0.6,0.1,ok,
206,1777522903,6,5,3371,4,4,1.0,1.0,1.0,4,0,0,5,10.0,0.333,0.25,0.25,0.25,16,0.533,0.111,0.143,0.091,10.0,0.333,0.25,0.25,0.25,0.533,0.111,13.0,0.433,0.0,0.0,0.0,0.733,0.083,13.0,0.433,0.0,0.0,0.0,0.767,0.0,ok,
207,1777522904,6,5,3499,4,4,0.75,0.75,0.75,3,1,1,5,5.8,0.193,0.292,0.293,0.3,9,0.3,0.308,0.222,0.5,5.6,0.187,0.296,0.306,0.3,0.267,0.333,8.8,0.293,0.0,0.0,0.0,0.333,0.167,9.0,0.3,0.0,0.0,0.0,0.4,0.0,ok,
208,1777522905,6,5,3526,4,3,0.5714,0.6667,0.5,2,1,2,4,6.25,0.208,0.381,0.379,0.388,12,0.4,0.143,0.1,0.25,6.5,0.217,0.373,0.367,0.388,0.467,0.125,11.0,0.367,0.136,0.107,0.188,0.5,0.286,12.75,0.425,0.0,0.0,0.0,0.567,0.0,ok,
209,1777522906,6,5,3330,4,3,0.8571,1.0,0.75,3,0,1,4,3.25,0.108,0.618,0.6,0.642,7,0.233,0.364,0.333,0.4,4.25,0.142,0.455,0.488,0.446,0.333,0.167,7.25,0.242,0.0,0.0,0.0,0.4,0.0,7.25,0.242,0.0,0.0,0.0,0.4,0.0,ok,
210,1777522907,6,5,3484,4,1,0.0,0.0,0.0,0,1,4,2,7.0,0.233,0.498,0.548,0.472,21,0.7,0.462,0.3,1.0,7.0,0.233,0.498,0.548,0.472,0.7,0.462,15.0,0.5,0.166,0.125,0.25,0.7,0.462,19.0,0.634,0.0,0.0,0.0,0.7,0.462,ok,
211,1777522908,6,5,3451,4,3,0.2857,0.3333,0.25,1,2,3,4,6.75,0.225,0.411,0.334,0.546,11,0.367,0.522,0.353,1.0,6.0,0.2,0.429,0.374,0.538,0.2,0.667,9.5,0.317,0.14,0.106,0.208,0.433,0.381,10.5,0.35,0.0,0.0,0.0,0.467,0.125,ok,
212,1777522909,6,5,3462,4,4,1.0,1.0,1.0,4,0,0,5,6.4,0.213,0.438,0.447,0.436,11,0.367,0.522,0.4,0.75,6.6,0.22,0.433,0.435,0.436,0.4,0.5,12.6,0.42,0.0,0.0,0.0,0.7,0.087,12.2,0.407,0.0,0.0,0.0,0.6,0.1,ok,
213,1777522910,6,5,3657,4,2,0.6667,1.0,0.5,2,0,2,3,7.0,0.233,0.404,0.367,0.5,11,0.367,0.476,0.333,0.833,5.667,0.189,0.54,0.482,0.639,0.267,0.6,11.0,0.367,0.0,0.0,0.0,0.533,0.111,10.333,0.345,0.0,0.0,0.0,0.467,0.125,ok,
214,1777522911,6,5,3494,4,3,0.8571,1.0,0.75,3,0,1,4,3.75,0.125,0.57,0.542,0.662,7,0.233,0.533,0.4,0.8,4.0,0.133,0.534,0.542,0.6,0.233,0.533,8.0,0.267,0.072,0.062,0.083,0.367,0.154,8.5,0.283,0.0,0.0,0.0,0.4,0.0,ok,
215,1777522912,6,5,3546,4,4,1.0,1.0,1.0,4,0,0,5,6.8,0.227,0.439,0.473,0.43,8,0.267,0.556,0.556,0.556,6.8,0.227,0.439,0.473,0.43,0.267,0.556,12.6,0.42,0.057,0.05,0.067,0.633,0.24,13.4,0.447,0.0,0.0,0.0,0.6,0.1,ok,
216,1777522913,6,5,3635,4,3,0.5714,0.6667,0.5,2,1,2,4,10.25,0.342,0.217,0.196,0.246,15,0.5,0.4,0.333,0.5,10.25,0.342,0.217,0.196,0.246,0.5,0.4,11.5,0.383,0.175,0.161,0.193,0.667,0.333,14.0,0.467,0.0,0.0,0.0,0.767,0.0,ok,
217,1777522914,6,5,3443,4,4,0.5,0.5,0.5,2,2,2,5,7.2,0.24,0.309,0.327,0.362,14,0.467,0.364,0.267,0.571,8.6,0.287,0.15,0.12,0.2,0.367,0.353,9.8,0.327,0.062,0.057,0.067,0.5,0.211,10.6,0.353,0.0,0.0,0.0,0.533,0.0,ok,
218,1777522915,6,5,3482,4,5,0.6667,0.6,0.75,3,2,1,6,9.5,0.317,0.361,0.39,0.362,10,0.333,0.643,0.5,0.9,7.0,0.233,0.52,0.577,0.493,0.333,0.643,16.833,0.561,0.0,0.0,0.0,0.7,0.087,16.833,0.561,0.0,0.0,0.0,0.733,0.0,ok,
219,1777522916,6,5,3716,4,2,0.6667,1.0,0.5,2,0,2,3,6.667,0.222,0.369,0.333,0.417,17,0.567,0.0,0.0,0.0,6.667,0.222,0.369,0.333,0.417,0.567,0.0,9.667,0.322,0.0,0.0,0.0,0.533,0.0,9.667,0.322,0.0,0.0,0.0,0.533,0.0,ok,
220,1777522917,6,5,3556,4,4,0.5,0.5,0.5,2,2,2,5,5.0,0.167,0.41,0.4,0.495,9,0.3,0.308,0.333,0.286,4.8,0.16,0.413,0.417,0.495,0.267,0.333,9.2,0.307,0.0,0.0,0.0,0.433,0.133,9.2,0.307,0.0,0.0,0.0,0.433,0.133,ok,
221,1777522918,6,5,3402,4,4,0.5,0.5,0.5,2,2,2,5,3.6,0.12,0.515,0.53,0.513,7,0.233,0.364,0.333,0.4,3.8,0.127,0.506,0.51,0.513,0.267,0.333,7.4,0.247,0.057,0.05,0.067,0.3,0.4,8.0,0.267,0.0,0.0,0.0,0.4,0.143,ok,
222,1777522919,6,5,3441,4,1,0.4,1.0,0.25,1,0,3,2,9.5,0.316,0.422,0.388,0.472,21,0.7,0.462,0.3,1.0,9.0,0.3,0.436,0.41,0.472,0.7,0.462,14.5,0.483,0.218,0.182,0.278,0.7,0.462,17.5,0.583,0.0,0.0,0.0,0.7,0.462,ok,
223,1777522920,6,5,3422,4,2,0.3333,0.5,0.25,1,1,3,3,7.667,0.256,0.354,0.356,0.364,10,0.333,0.375,0.375,0.375,7.667,0.256,0.354,0.356,0.364,0.333,0.375,14.0,0.467,0.167,0.135,0.222,0.567,0.414,15.333,0.511,0.035,0.026,0.056,0.733,0.083,ok,
224,1777522921,6,5,3525,4,4,0.5,0.5,0.5,2,2,2,5,5.0,0.166,0.449,0.489,0.44,10,0.333,0.444,0.308,0.8,3.6,0.12,0.588,0.613,0.58,0.2,0.571,8.8,0.293,0.036,0.029,0.05,0.533,0.111,9.8,0.327,0.0,0.0,0.0,0.6,0.0,ok,
225,1777522922,6,5,3312,4,4,1.0,1.0,1.0,4,0,0,5,4.0,0.134,0.524,0.493,0.567,8,0.267,0.5,0.333,1.0,4.2,0.14,0.505,0.46,0.567,0.267,0.5,7.6,0.253,0.0,0.0,0.0,0.367,0.0,7.6,0.253,0.0,0.0,0.0,0.367,0.0,ok,
226,1777522923,6,5,3296,4,1,0.4,1.0,0.25,1,0,3,2,6.0,0.2,0.334,0.3,0.375,26,0.867,0.235,0.133,1.0,6.0,0.2,0.334,0.3,0.375,0.867,0.235,9.5,0.317,0.134,0.091,0.25,0.867,0.235,11.5,0.384,0.0,0.0,0.0,0.867,0.235,ok,
227,1777522924,6,5,3511,4,4,0.5,0.5,0.5,2,2,2,5,3.6,0.12,0.458,0.493,0.45,9,0.3,0.308,0.2,0.667,3.6,0.12,0.458,0.493,0.45,0.3,0.308,7.2,0.24,0.044,0.033,0.067,0.433,0.0,7.2,0.24,0.0,0.0,0.0,0.333,0.0,ok,
228,1777522925,6,5,3541,4,3,0.8571,1.0,0.75,3,0,1,4,7.5,0.25,0.362,0.361,0.384,12,0.4,0.455,0.312,0.833,8.25,0.275,0.352,0.335,0.384,0.433,0.435,11.25,0.375,0.0,0.0,0.0,0.5,0.0,11.25,0.375,0.0,0.0,0.0,0.5,0.0,ok,
229,1777522926,6,5,3664,4,3,0.8571,1.0,0.75,3,0,1,4,6.5,0.217,0.524,0.5,0.603,10,0.333,0.545,0.545,0.545,10.25,0.342,0.25,0.223,0.308,0.467,0.462,11.75,0.392,0.139,0.114,0.178,0.633,0.387,14.0,0.466,0.0,0.0,0.0,0.8,0.0,ok,
230,1777522927,6,5,3552,4,4,0.75,0.75,0.75,3,1,1,5,6.8,0.227,0.519,0.519,0.53,14,0.467,0.462,0.375,0.6,6.8,0.227,0.519,0.53,0.53,0.5,0.444,12.2,0.407,0.0,0.0,0.0,0.7,0.0,12.4,0.413,0.0,0.0,0.0,0.733,0.0,ok,
231,1777522928,6,5,3537,4,0,0.0,1.0,0.0,0,0,4,1,10.0,0.333,0.167,0.143,0.2,25,0.833,0.286,0.167,1.0,10.0,0.333,0.167,0.143,0.2,0.833,0.286,10.0,0.333,0.444,0.308,0.8,0.833,0.286,17.0,0.567,0.0,0.0,0.0,0.833,0.286,ok,
232,1777522929,6,5,3597,4,2,0.0,0.0,0.0,0,2,4,3,3.0,0.1,0.6,0.489,0.778,6,0.2,0.4,0.286,0.667,2.667,0.089,0.637,0.556,0.778,0.2,0.4,7.0,0.233,0.0,0.0,0.0,0.3,0.308,6.667,0.222,0.0,0.0,0.0,0.3,0.182,ok,
233,1777522930,6,5,3196,4,2,0.6667,1.0,0.5,2,0,2,3,4.333,0.144,0.538,0.556,0.578,7,0.233,0.462,0.429,0.5,3.0,0.1,0.69,0.7,0.7,0.167,0.545,9.667,0.322,0.0,0.0,0.0,0.4,0.143,9.667,0.322,0.0,0.0,0.0,0.4,0.143,ok,
234,1777522931,6,5,3520,4,4,0.75,0.75,0.75,3,1,1,5,9.4,0.313,0.326,0.377,0.315,12,0.4,0.5,0.5,0.5,9.6,0.32,0.331,0.356,0.328,0.4,0.571,18.0,0.6,0.0,0.0,0.0,0.733,0.267,17.8,0.593,0.0,0.0,0.0,0.867,0.0,ok,
235,1777522932,6,5,3479,4,4,1.0,1.0,1.0,4,0,0,5,4.0,0.134,0.546,0.647,0.49,9,0.3,0.471,0.308,1.0,4.2,0.14,0.529,0.603,0.49,0.367,0.353,10.2,0.34,0.0,0.0,0.0,0.467,0.0,10.2,0.34,0.0,0.0,0.0,0.467,0.0,ok,
