exp_id,seed,p,n_regimes,total_samples,n_true_cps,n_detected_cps,det_f1,det_precision,det_recall,det_tp,det_fp,det_fn,n_structures,mean_shd,mean_norm_shd,mean_struct_f1,mean_struct_precision,mean_struct_recall,consensus_shd,consensus_norm_shd,consensus_f1,consensus_precision,consensus_recall,causalmorph_mean_shd,causalmorph_mean_norm_shd,causalmorph_mean_f1,causalmorph_mean_precision,causalmorph_mean_recall,causalmorph_cons_norm_shd,causalmorph_cons_f1,directlingam_mean_shd,directlingam_mean_norm_shd,directlingam_mean_f1,directlingam_mean_precision,directlingam_mean_recall,directlingam_cons_norm_shd,directlingam_cons_f1,icalingam_mean_shd,icalingam_mean_norm_shd,icalingam_mean_f1,icalingam_mean_precision,icalingam_mean_recall,icalingam_cons_norm_shd,icalingam_cons_f1,status,error_msg
400,1777523097,8,5,3509,4,1,0.4,1.0,0.25,1,0,3,2,14.5,0.259,0.336,0.279,0.454,43,0.768,0.377,0.232,1.0,14.0,0.25,0.318,0.278,0.392,0.768,0.377,25.0,0.446,0.091,0.075,0.116,0.768,0.377,24.5,0.438,0.0,0.0,0.0,0.768,0.377,ok,
401,1777523098,8,5,3420,4,1,0.4,1.0,0.25,1,0,3,2,10.0,0.178,0.34,0.279,0.438,47,0.839,0.277,0.161,1.0,9.5,0.169,0.349,0.293,0.438,0.839,0.277,17.0,0.304,0.233,0.17,0.375,0.839,0.277,20.5,0.366,0.0,0.0,0.0,0.839,0.277,ok,
402,1777523099,8,5,3499,4,2,0.3333,0.5,0.25,1,1,3,3,12.333,0.22,0.426,0.408,0.455,16,0.286,0.579,0.458,0.786,12.0,0.214,0.445,0.417,0.492,0.286,0.579,20.0,0.357,0.111,0.104,0.119,0.518,0.256,24.333,0.435,0.0,0.0,0.0,0.679,0.0,ok,
403,1777523100,8,5,3511,4,2,0.3333,0.5,0.25,1,1,3,3,15.333,0.274,0.222,0.195,0.266,26,0.464,0.381,0.296,0.533,15.667,0.28,0.244,0.217,0.289,0.429,0.4,23.667,0.423,0.0,0.0,0.0,0.571,0.273,24.0,0.429,0.0,0.0,0.0,0.679,0.095,ok,
404,1777523101,8,5,3535,4,1,0.0,0.0,0.0,0,1,4,2,12.0,0.214,0.333,0.34,0.386,43,0.768,0.377,0.232,1.0,10.0,0.178,0.376,0.416,0.386,0.768,0.377,22.0,0.392,0.22,0.152,0.424,0.768,0.377,24.0,0.428,0.04,0.026,0.084,0.768,0.377,ok,
405,1777523102,8,5,3598,4,2,0.3333,0.5,0.25,1,1,3,3,9.0,0.161,0.513,0.452,0.621,11,0.196,0.645,0.5,0.909,12.667,0.226,0.377,0.319,0.466,0.393,0.353,19.333,0.345,0.109,0.089,0.144,0.536,0.25,21.333,0.381,0.037,0.026,0.067,0.607,0.0,ok,
406,1777523103,8,5,3529,4,2,0.6667,1.0,0.5,2,0,2,3,13.667,0.244,0.355,0.389,0.333,18,0.321,0.4,0.462,0.353,13.667,0.244,0.355,0.389,0.333,0.321,0.4,23.0,0.411,0.123,0.101,0.156,0.625,0.314,27.333,0.488,0.0,0.0,0.0,0.75,0.045,ok,
407,1777523104,8,5,3397,4,1,0.4,1.0,0.25,1,0,3,2,17.0,0.304,0.368,0.312,0.486,38,0.679,0.486,0.321,1.0,17.0,0.304,0.322,0.292,0.419,0.679,0.486,31.5,0.562,0.069,0.046,0.143,0.679,0.486,33.5,0.598,0.0,0.0,0.0,0.679,0.486,ok,
408,1777523105,8,5,3440,4,2,0.3333,0.5,0.25,1,1,3,3,15.333,0.274,0.302,0.227,0.494,24,0.429,0.429,0.31,0.692,14.667,0.262,0.314,0.241,0.519,0.429,0.429,18.667,0.333,0.121,0.106,0.144,0.446,0.444,20.333,0.363,0.0,0.0,0.0,0.518,0.121,ok,
409,1777523106,8,5,3389,4,2,0.6667,1.0,0.5,2,0,2,3,11.667,0.208,0.478,0.431,0.55,19,0.339,0.513,0.4,0.714,9.667,0.172,0.536,0.489,0.605,0.25,0.632,19.0,0.339,0.087,0.077,0.1,0.536,0.167,21.0,0.375,0.0,0.0,0.0,0.589,0.0,ok,
410,1777523107,8,5,3394,4,3,0.8571,1.0,0.75,3,0,1,4,17.25,0.308,0.356,0.381,0.37,21,0.375,0.571,0.452,0.778,15.25,0.272,0.442,0.471,0.443,0.411,0.566,29.5,0.527,0.017,0.014,0.021,0.75,0.0,30.25,0.54,0.0,0.0,0.0,0.75,0.0,ok,
411,1777523108,8,5,3428,4,3,0.5714,0.6667,0.5,2,1,2,4,11.0,0.196,0.456,0.402,0.564,20,0.357,0.474,0.375,0.643,13.5,0.241,0.37,0.337,0.449,0.518,0.326,17.5,0.312,0.068,0.047,0.125,0.482,0.372,18.75,0.335,0.022,0.015,0.042,0.554,0.114,ok,
412,1777523109,8,5,3419,4,2,0.6667,1.0,0.5,2,0,2,3,16.333,0.292,0.26,0.246,0.278,29,0.518,0.256,0.208,0.333,16.0,0.286,0.28,0.264,0.3,0.464,0.278,19.667,0.351,0.093,0.079,0.111,0.571,0.238,21.333,0.381,0.0,0.0,0.0,0.643,0.0,ok,
413,1777523110,8,5,3304,4,2,0.3333,0.5,0.25,1,1,3,3,14.333,0.256,0.375,0.389,0.371,17,0.304,0.585,0.545,0.632,14.667,0.262,0.343,0.369,0.329,0.321,0.55,27.667,0.494,0.063,0.051,0.083,0.679,0.269,27.667,0.494,0.021,0.018,0.026,0.714,0.091,ok,
414,1777523111,8,5,3508,4,3,0.5714,0.6667,0.5,2,1,2,4,13.5,0.241,0.337,0.345,0.488,21,0.375,0.488,0.4,0.625,13.5,0.241,0.323,0.332,0.473,0.393,0.421,23.25,0.415,0.06,0.047,0.083,0.625,0.286,24.75,0.442,0.0,0.0,0.0,0.696,0.093,ok,
415,1777523112,8,5,3307,4,1,0.4,1.0,0.25,1,0,3,2,12.0,0.214,0.325,0.396,0.334,38,0.679,0.486,0.321,1.0,12.5,0.223,0.316,0.385,0.334,0.679,0.486,21.0,0.375,0.206,0.184,0.234,0.679,0.486,29.0,0.518,0.026,0.022,0.034,0.679,0.486,ok,
416,1777523113,8,5,3529,4,3,0.5714,0.6667,0.5,2,1,2,4,13.75,0.246,0.178,0.163,0.196,23,0.411,0.207,0.167,0.273,13.75,0.246,0.214,0.196,0.241,0.393,0.312,21.0,0.375,0.0,0.0,0.0,0.589,0.195,19.25,0.344,0.0,0.0,0.0,0.5,0.0,ok,
417,1777523114,8,5,3658,4,1,0.0,0.0,0.0,0,1,4,2,14.5,0.259,0.37,0.367,0.384,41,0.732,0.423,0.268,1.0,14.0,0.25,0.376,0.382,0.384,0.732,0.423,20.5,0.366,0.282,0.233,0.359,0.732,0.423,30.5,0.545,0.04,0.03,0.062,0.732,0.423,ok,
418,1777523115,8,5,3436,4,1,0.4,1.0,0.25,1,0,3,2,15.0,0.268,0.286,0.245,0.35,44,0.786,0.353,0.214,1.0,13.5,0.242,0.345,0.3,0.412,0.786,0.353,20.0,0.358,0.314,0.225,0.525,0.786,0.353,31.0,0.554,0.0,0.0,0.0,0.786,0.353,ok,
419,1777523116,8,5,3842,4,3,0.8571,1.0,0.75,3,0,1,4,10.25,0.183,0.309,0.295,0.339,20,0.357,0.286,0.222,0.4,10.25,0.183,0.308,0.294,0.339,0.357,0.286,16.0,0.286,0.0,0.0,0.0,0.464,0.0,15.75,0.281,0.0,0.0,0.0,0.446,0.0,ok,
420,1777523117,8,5,3640,4,2,0.6667,1.0,0.5,2,0,2,3,10.0,0.179,0.398,0.366,0.442,21,0.375,0.16,0.154,0.167,12.0,0.214,0.354,0.314,0.408,0.429,0.2,18.0,0.321,0.071,0.049,0.144,0.571,0.2,18.0,0.321,0.0,0.0,0.0,0.554,0.061,ok,
421,1777523118,8,5,3654,4,4,1.0,1.0,1.0,4,0,0,5,16.6,0.296,0.133,0.117,0.158,32,0.571,0.2,0.148,0.308,16.2,0.289,0.251,0.239,0.266,0.464,0.316,20.8,0.372,0.0,0.0,0.0,0.625,0.0,20.4,0.364,0.0,0.0,0.0,0.607,0.0,ok,
422,1777523119,8,5,3389,4,2,0.6667,1.0,0.5,2,0,2,3,16.0,0.286,0.234,0.235,0.248,23,0.411,0.303,0.25,0.385,14.333,0.256,0.239,0.262,0.248,0.375,0.276,26.0,0.464,0.119,0.088,0.186,0.643,0.28,25.333,0.452,0.053,0.042,0.072,0.643,0.1,ok,
423,1777523120,8,5,3600,4,2,0.3333,0.5,0.25,1,1,3,3,18.0,0.321,0.221,0.169,0.431,29,0.518,0.408,0.286,0.714,14.333,0.256,0.295,0.275,0.479,0.464,0.381,21.667,0.387,0.127,0.101,0.202,0.625,0.314,26.333,0.47,0.028,0.017,0.083,0.661,0.14,ok,
424,1777523121,8,5,3350,4,3,0.8571,1.0,0.75,3,0,1,4,13.5,0.241,0.373,0.432,0.359,17,0.304,0.485,0.444,0.533,14.25,0.254,0.366,0.401,0.367,0.375,0.4,26.25,0.469,0.0,0.0,0.0,0.714,0.0,25.5,0.455,0.0,0.0,0.0,0.696,0.0,ok,
425,1777523122,8,5,3515,4,3,0.8571,1.0,0.75,3,0,1,4,17.75,0.317,0.284,0.25,0.339,31,0.554,0.367,0.265,0.6,15.5,0.277,0.303,0.312,0.298,0.571,0.273,25.0,0.446,0.066,0.05,0.096,0.732,0.163,26.75,0.478,0.0,0.0,0.0,0.732,0.047,ok,
426,1777523123,8,5,3394,4,3,0.8571,1.0,0.75,3,0,1,4,14.25,0.254,0.377,0.337,0.442,25,0.446,0.444,0.312,0.769,14.5,0.259,0.343,0.308,0.4,0.464,0.381,21.25,0.38,0.118,0.087,0.185,0.625,0.314,24.5,0.438,0.0,0.0,0.0,0.661,0.0,ok,
427,1777523124,8,5,3629,4,2,0.0,0.0,0.0,0,2,4,3,17.667,0.315,0.299,0.308,0.296,24,0.429,0.4,0.32,0.533,15.667,0.28,0.357,0.374,0.346,0.357,0.474,29.667,0.53,0.059,0.048,0.075,0.643,0.28,32.333,0.578,0.02,0.015,0.03,0.732,0.0,ok,
428,1777523125,8,5,3476,4,2,0.3333,0.5,0.25,1,1,3,3,14.667,0.262,0.329,0.276,0.419,24,0.429,0.333,0.25,0.5,13.667,0.244,0.363,0.31,0.446,0.393,0.389,20.0,0.357,0.065,0.053,0.083,0.536,0.211,22.0,0.393,0.032,0.026,0.042,0.625,0.0,ok,
429,1777523126,8,5,3282,4,1,0.4,1.0,0.25,1,0,3,2,21.0,0.375,0.257,0.282,0.238,38,0.679,0.486,0.321,1.0,20.5,0.366,0.258,0.29,0.238,0.679,0.486,34.0,0.607,0.135,0.108,0.182,0.679,0.486,38.5,0.688,0.05,0.04,0.066,0.679,0.486,ok,
430,1777523127,8,5,3535,4,2,0.0,0.0,0.0,0,2,4,3,16.667,0.297,0.309,0.309,0.336,24,0.429,0.4,0.32,0.533,15.667,0.28,0.358,0.348,0.387,0.375,0.432,23.333,0.417,0.265,0.21,0.371,0.571,0.36,31.333,0.559,0.042,0.033,0.064,0.75,0.087,ok,
431,1777523128,8,5,3694,4,3,0.8571,1.0,0.75,3,0,1,4,10.5,0.188,0.3,0.314,0.338,22,0.393,0.214,0.25,0.188,12.0,0.215,0.272,0.252,0.338,0.411,0.303,16.25,0.29,0.128,0.096,0.199,0.518,0.408,19.5,0.348,0.026,0.028,0.025,0.768,0.0,ok,
432,1777523129,8,5,3502,4,3,0.5714,0.6667,0.5,2,1,2,4,11.75,0.21,0.398,0.39,0.412,26,0.464,0.187,0.15,0.25,12.5,0.223,0.355,0.344,0.371,0.5,0.125,18.75,0.335,0.0,0.0,0.0,0.518,0.171,18.5,0.33,0.0,0.0,0.0,0.554,0.061,ok,
433,1777523130,8,5,3486,4,1,0.4,1.0,0.25,1,0,3,2,15.0,0.268,0.346,0.32,0.584,38,0.679,0.486,0.321,1.0,15.5,0.277,0.333,0.31,0.584,0.679,0.486,25.5,0.455,0.116,0.1,0.139,0.679,0.486,30.5,0.545,0.0,0.0,0.0,0.679,0.486,ok,
434,1777523131,8,5,3369,4,2,0.6667,1.0,0.5,2,0,2,3,9.333,0.167,0.503,0.489,0.521,16,0.286,0.556,0.5,0.625,10.0,0.179,0.478,0.464,0.496,0.304,0.514,20.0,0.357,0.0,0.0,0.0,0.554,0.205,20.333,0.363,0.0,0.0,0.0,0.661,0.0,ok,
435,1777523132,8,5,3481,4,2,0.6667,1.0,0.5,2,0,2,3,13.333,0.238,0.308,0.299,0.342,21,0.375,0.222,0.214,0.231,13.333,0.238,0.284,0.287,0.312,0.357,0.231,21.0,0.375,0.095,0.063,0.2,0.464,0.35,22.667,0.405,0.0,0.0,0.0,0.589,0.0,ok,
436,1777523133,8,5,3503,4,2,0.3333,0.5,0.25,1,1,3,3,11.667,0.208,0.421,0.385,0.465,18,0.321,0.471,0.381,0.615,12.0,0.214,0.416,0.361,0.49,0.339,0.486,18.333,0.328,0.107,0.074,0.19,0.589,0.154,21.0,0.375,0.0,0.0,0.0,0.589,0.057,ok,
437,1777523134,8,5,3646,4,3,0.8571,1.0,0.75,3,0,1,4,14.25,0.254,0.376,0.367,0.411,20,0.357,0.583,0.483,0.737,14.5,0.259,0.337,0.343,0.354,0.375,0.553,26.0,0.464,0.0,0.0,0.0,0.768,0.0,26.25,0.469,0.0,0.0,0.0,0.768,0.0,ok,
438,1777523135,8,5,3342,4,1,0.4,1.0,0.25,1,0,3,2,18.0,0.322,0.216,0.185,0.262,41,0.732,0.423,0.268,1.0,20.5,0.366,0.124,0.104,0.154,0.732,0.423,21.5,0.384,0.094,0.072,0.136,0.732,0.423,23.5,0.42,0.059,0.044,0.091,0.732,0.423,ok,
439,1777523136,8,5,3310,4,2,0.6667,1.0,0.5,2,0,2,3,9.667,0.172,0.551,0.541,0.563,16,0.286,0.556,0.476,0.667,10.0,0.178,0.536,0.511,0.563,0.286,0.556,20.333,0.363,0.081,0.067,0.103,0.536,0.25,23.0,0.411,0.0,0.0,0.0,0.661,0.0,ok,
440,1777523137,8,5,3544,4,3,0.0,0.0,0.0,0,3,4,4,15.0,0.268,0.402,0.424,0.397,23,0.411,0.531,0.406,0.765,15.5,0.277,0.379,0.401,0.378,0.429,0.52,27.75,0.496,0.096,0.085,0.11,0.643,0.333,28.25,0.504,0.03,0.026,0.033,0.643,0.143,ok,
441,1777523138,8,5,3726,4,4,1.0,1.0,1.0,4,0,0,5,16.2,0.289,0.177,0.157,0.207,31,0.554,0.114,0.118,0.111,15.4,0.275,0.196,0.177,0.225,0.482,0.182,24.4,0.436,0.0,0.0,0.0,0.714,0.167,23.8,0.425,0.0,0.0,0.0,0.732,0.047,ok,
442,1777523139,8,5,3675,4,1,0.4,1.0,0.25,1,0,3,2,12.5,0.223,0.281,0.243,0.346,43,0.768,0.377,0.232,1.0,11.5,0.206,0.331,0.298,0.391,0.768,0.377,19.0,0.339,0.224,0.168,0.336,0.768,0.377,22.0,0.393,0.032,0.025,0.046,0.768,0.377,ok,
443,1777523140,8,5,3588,4,1,0.4,1.0,0.25,1,0,3,2,15.5,0.276,0.393,0.372,0.423,39,0.696,0.466,0.304,1.0,16.0,0.286,0.37,0.356,0.393,0.696,0.466,29.0,0.518,0.125,0.084,0.25,0.696,0.466,34.5,0.616,0.0,0.0,0.0,0.696,0.466,ok,
444,1777523141,8,5,3268,4,3,0.5714,0.6667,0.5,2,1,2,4,18.5,0.33,0.327,0.294,0.386,28,0.5,0.5,0.359,0.824,18.25,0.326,0.306,0.285,0.344,0.464,0.5,24.5,0.438,0.068,0.062,0.075,0.679,0.136,26.5,0.473,0.0,0.0,0.0,0.714,0.048,ok,
445,1777523142,8,5,3598,4,3,0.5714,0.6667,0.5,2,1,2,4,12.0,0.214,0.378,0.445,0.344,24,0.429,0.333,0.286,0.4,10.5,0.188,0.486,0.524,0.467,0.321,0.55,23.75,0.424,0.0,0.0,0.0,0.696,0.133,23.5,0.42,0.0,0.0,0.0,0.732,0.0,ok,
446,1777523143,8,5,3693,4,2,0.3333,0.5,0.25,1,1,3,3,13.667,0.244,0.356,0.302,0.447,22,0.393,0.45,0.346,0.643,14.333,0.256,0.338,0.283,0.434,0.393,0.45,18.667,0.333,0.183,0.156,0.242,0.536,0.318,24.0,0.429,0.0,0.0,0.0,0.696,0.0,ok,
447,1777523144,8,5,3492,4,2,0.6667,1.0,0.5,2,0,2,3,16.0,0.286,0.328,0.286,0.386,26,0.464,0.381,0.286,0.571,18.667,0.333,0.215,0.181,0.264,0.554,0.279,22.667,0.405,0.107,0.083,0.148,0.571,0.273,24.333,0.435,0.0,0.0,0.0,0.607,0.056,ok,
448,1777523145,8,5,3397,4,3,0.8571,1.0,0.75,3,0,1,4,14.25,0.254,0.364,0.325,0.428,22,0.393,0.5,0.355,0.846,17.75,0.317,0.275,0.224,0.361,0.518,0.408,23.5,0.42,0.0,0.0,0.0,0.589,0.195,23.75,0.424,0.0,0.0,0.0,0.625,0.054,ok,
449,1777523146,8,5,3641,4,3,0.8571,1.0,0.75,3,0,1,4,11.25,0.201,0.428,0.424,0.482,20,0.357,0.5,0.37,0.769,11.5,0.205,0.405,0.409,0.451,0.357,0.5,19.75,0.352,0.072,0.059,0.091,0.5,0.3,21.75,0.388,0.0,0.0,0.0,0.571,0.059,ok,
450,1777523147,8,5,3389,4,1,0.4,1.0,0.25,1,0,3,2,11.0,0.196,0.403,0.322,0.542,41,0.732,0.423,0.268,1.0,11.0,0.196,0.403,0.322,0.542,0.732,0.423,20.5,0.366,0.0,0.0,0.0,0.732,0.423,21.5,0.383,0.077,0.056,0.125,0.732,0.423,ok,
451,1777523148,8,5,3578,4,3,0.8571,1.0,0.75,3,0,1,4,10.5,0.188,0.385,0.348,0.474,14,0.25,0.533,0.444,0.667,11.25,0.201,0.392,0.338,0.495,0.304,0.514,15.0,0.268,0.1,0.094,0.107,0.411,0.258,17.25,0.308,0.0,0.0,0.0,0.518,0.0,ok,
452,1777523149,8,5,3309,4,3,0.8571,1.0,0.75,3,0,1,4,12.0,0.214,0.285,0.237,0.398,23,0.411,0.343,0.24,0.6,12.25,0.219,0.262,0.216,0.373,0.393,0.353,16.25,0.29,0.038,0.028,0.062,0.446,0.138,16.0,0.286,0.0,0.0,0.0,0.429,0.0,ok,
453,1777523150,8,5,3381,4,2,0.3333,0.5,0.25,1,1,3,3,14.0,0.25,0.311,0.325,0.305,23,0.411,0.207,0.2,0.214,14.0,0.25,0.444,0.388,0.533,0.446,0.39,23.0,0.411,0.065,0.05,0.091,0.571,0.273,25.667,0.458,0.0,0.0,0.0,0.696,0.0,ok,
454,1777523151,8,5,3627,4,3,0.5714,0.6667,0.5,2,1,2,4,13.0,0.232,0.426,0.361,0.52,24,0.429,0.478,0.333,0.846,13.0,0.232,0.351,0.314,0.408,0.357,0.444,21.5,0.384,0.074,0.054,0.119,0.571,0.36,22.75,0.406,0.017,0.012,0.028,0.696,0.049,ok,
455,1777523152,8,5,3706,4,4,1.0,1.0,1.0,4,0,0,5,17.0,0.304,0.294,0.294,0.3,34,0.607,0.346,0.265,0.5,17.2,0.307,0.281,0.289,0.283,0.554,0.392,25.6,0.457,0.0,0.0,0.0,0.804,0.043,25.6,0.457,0.0,0.0,0.0,0.821,0.0,ok,
456,1777523153,8,5,3365,4,1,0.0,0.0,0.0,0,1,4,2,14.5,0.259,0.337,0.32,0.384,40,0.714,0.444,0.286,1.0,14.0,0.25,0.375,0.358,0.42,0.714,0.444,26.5,0.474,0.186,0.138,0.286,0.714,0.444,30.0,0.536,0.0,0.0,0.0,0.714,0.444,ok,
457,1777523154,8,5,3400,4,3,0.8571,1.0,0.75,3,0,1,4,15.75,0.281,0.226,0.196,0.278,28,0.5,0.176,0.15,0.214,15.25,0.272,0.275,0.264,0.296,0.571,0.2,22.25,0.398,0.021,0.016,0.031,0.643,0.1,21.75,0.388,0.022,0.017,0.031,0.661,0.0,ok,
458,1777523155,8,5,3566,4,2,0.6667,1.0,0.5,2,0,2,3,12.0,0.214,0.322,0.339,0.31,18,0.321,0.4,0.333,0.5,12.0,0.214,0.318,0.342,0.31,0.339,0.387,21.0,0.375,0.061,0.048,0.083,0.518,0.121,21.667,0.387,0.0,0.0,0.0,0.518,0.0,ok,
459,1777523156,8,5,3552,4,2,0.3333,0.5,0.25,1,1,3,3,14.0,0.25,0.363,0.305,0.504,18,0.321,0.55,0.423,0.786,14.333,0.256,0.358,0.296,0.504,0.375,0.488,24.333,0.435,0.044,0.036,0.061,0.625,0.255,25.333,0.452,0.0,0.0,0.0,0.696,0.0,ok,
460,1777523157,8,5,3389,4,2,0.6667,1.0,0.5,2,0,2,3,12.667,0.226,0.457,0.479,0.438,18,0.321,0.471,0.381,0.615,13.0,0.232,0.414,0.458,0.382,0.339,0.387,26.667,0.476,0.065,0.054,0.083,0.643,0.143,27.333,0.488,0.044,0.037,0.055,0.661,0.098,ok,
461,1777523158,8,5,3524,4,3,0.8571,1.0,0.75,3,0,1,4,10.75,0.192,0.468,0.479,0.462,14,0.25,0.611,0.55,0.688,11.5,0.205,0.428,0.444,0.416,0.286,0.579,24.75,0.442,0.0,0.0,0.0,0.786,0.043,24.5,0.438,0.0,0.0,0.0,0.75,0.0,ok,
462,1777523159,8,5,3672,4,3,0.5714,0.6667,0.5,2,1,2,4,13.5,0.241,0.236,0.243,0.242,22,0.393,0.267,0.235,0.308,12.75,0.228,0.373,0.35,0.4,0.393,0.421,20.25,0.362,0.0,0.0,0.0,0.554,0.0,20.0,0.357,0.02,0.017,0.025,0.589,0.0,ok,
463,1777523160,8,5,3437,4,2,0.0,0.0,0.0,0,2,4,3,15.667,0.28,0.283,0.261,0.311,22,0.393,0.45,0.321,0.75,15.0,0.268,0.317,0.289,0.357,0.411,0.439,20.667,0.369,0.202,0.155,0.288,0.589,0.267,25.667,0.458,0.027,0.021,0.037,0.643,0.053,ok,
464,1777523161,8,5,3682,4,3,0.5714,0.6667,0.5,2,1,2,4,18.75,0.335,0.32,0.288,0.398,33,0.589,0.353,0.265,0.529,18.5,0.33,0.31,0.279,0.388,0.554,0.415,28.0,0.5,0.079,0.065,0.1,0.661,0.351,28.75,0.514,0.013,0.011,0.015,0.75,0.087,ok,
465,1777523162,8,5,3471,4,2,0.6667,1.0,0.5,2,0,2,3,16.667,0.298,0.255,0.204,0.385,24,0.429,0.455,0.345,0.667,13.667,0.244,0.358,0.293,0.496,0.304,0.605,26.0,0.464,0.051,0.042,0.067,0.571,0.407,26.333,0.47,0.0,0.0,0.0,0.696,0.0,ok,
466,1777523163,8,5,3649,4,2,0.6667,1.0,0.5,2,0,2,3,15.667,0.28,0.377,0.366,0.391,24,0.429,0.368,0.304,0.467,13.0,0.232,0.488,0.474,0.504,0.321,0.526,25.667,0.458,0.018,0.015,0.022,0.679,0.05,26.0,0.464,0.0,0.0,0.0,0.661,0.0,ok,
467,1777523164,8,5,3550,4,1,0.4,1.0,0.25,1,0,3,2,18.0,0.322,0.192,0.146,0.296,45,0.804,0.328,0.196,1.0,17.5,0.312,0.23,0.178,0.341,0.804,0.328,20.0,0.357,0.125,0.084,0.25,0.804,0.328,23.5,0.42,0.0,0.0,0.0,0.804,0.328,ok,
468,1777523165,8,5,3692,4,3,0.8571,1.0,0.75,3,0,1,4,15.25,0.272,0.208,0.196,0.222,32,0.571,0.2,0.174,0.235,16.0,0.286,0.211,0.204,0.222,0.607,0.19,20.0,0.357,0.053,0.042,0.072,0.607,0.261,19.25,0.344,0.0,0.0,0.0,0.661,0.0,ok,
469,1777523166,8,5,3440,4,2,0.3333,0.5,0.25,1,1,3,3,16.333,0.292,0.283,0.262,0.321,22,0.393,0.476,0.357,0.714,12.333,0.22,0.423,0.423,0.444,0.25,0.632,25.333,0.453,0.104,0.076,0.167,0.571,0.333,27.333,0.488,0.029,0.02,0.056,0.607,0.15,ok,
470,1777523167,8,5,3226,4,1,0.4,1.0,0.25,1,0,3,2,15.0,0.268,0.416,0.42,0.425,39,0.696,0.466,0.304,1.0,16.0,0.286,0.357,0.364,0.366,0.696,0.466,30.0,0.536,0.098,0.076,0.14,0.696,0.466,32.0,0.572,0.0,0.0,0.0,0.696,0.466,ok,
471,1777523168,8,5,3598,4,1,0.4,1.0,0.25,1,0,3,2,9.0,0.16,0.566,0.536,0.625,40,0.714,0.444,0.286,1.0,10.0,0.178,0.534,0.5,0.594,0.714,0.444,14.5,0.259,0.282,0.239,0.344,0.714,0.444,23.5,0.42,0.052,0.046,0.062,0.714,0.444,ok,
472,1777523169,8,5,3518,4,1,0.4,1.0,0.25,1,0,3,2,11.0,0.196,0.422,0.45,0.416,42,0.75,0.4,0.25,1.0,11.5,0.206,0.38,0.414,0.375,0.75,0.4,15.5,0.276,0.365,0.325,0.438,0.75,0.4,27.5,0.491,0.0,0.0,0.0,0.75,0.4,ok,
473,1777523170,8,5,3334,4,2,0.6667,1.0,0.5,2,0,2,3,11.667,0.208,0.357,0.332,0.397,22,0.393,0.214,0.176,0.273,11.667,0.208,0.357,0.332,0.397,0.393,0.214,20.667,0.369,0.051,0.042,0.067,0.518,0.293,21.0,0.375,0.026,0.021,0.033,0.554,0.061,ok,
474,1777523171,8,5,3635,4,3,0.8571,1.0,0.75,3,0,1,4,16.0,0.286,0.288,0.248,0.356,27,0.482,0.4,0.273,0.75,13.75,0.246,0.303,0.304,0.338,0.286,0.5,20.5,0.366,0.022,0.018,0.028,0.518,0.171,21.0,0.375,0.0,0.0,0.0,0.518,0.065,ok,
475,1777523172,8,5,3646,4,2,0.6667,1.0,0.5,2,0,2,3,18.333,0.327,0.248,0.244,0.254,31,0.554,0.311,0.25,0.412,16.667,0.298,0.332,0.317,0.352,0.482,0.449,23.333,0.417,0.133,0.103,0.19,0.625,0.222,25.0,0.447,0.0,0.0,0.0,0.679,0.0,ok,
476,1777523173,8,5,3671,4,2,0.6667,1.0,0.5,2,0,2,3,9.667,0.172,0.471,0.395,0.693,16,0.286,0.5,0.421,0.615,9.0,0.161,0.455,0.411,0.621,0.268,0.483,20.667,0.369,0.019,0.014,0.03,0.607,0.19,18.333,0.327,0.0,0.0,0.0,0.536,0.062,ok,
477,1777523174,8,5,3631,4,2,0.3333,0.5,0.25,1,1,3,3,11.0,0.197,0.478,0.491,0.488,20,0.357,0.444,0.348,0.615,11.667,0.209,0.453,0.469,0.463,0.357,0.412,23.667,0.423,0.022,0.018,0.03,0.607,0.105,23.0,0.411,0.0,0.0,0.0,0.554,0.0,ok,
478,1777523175,8,5,3230,4,1,0.0,0.0,0.0,0,1,4,2,15.5,0.276,0.249,0.165,0.666,40,0.714,0.444,0.286,1.0,14.5,0.259,0.263,0.178,0.666,0.714,0.444,19.5,0.349,0.134,0.095,0.222,0.714,0.444,22.5,0.402,0.0,0.0,0.0,0.714,0.444,ok,
479,1777523176,8,5,3402,4,2,0.3333,0.5,0.25,1,1,3,3,13.333,0.238,0.408,0.363,0.484,21,0.375,0.488,0.37,0.714,13.333,0.238,0.374,0.346,0.427,0.375,0.4,24.667,0.441,0.067,0.05,0.1,0.625,0.286,27.667,0.494,0.0,0.0,0.0,0.661,0.14,ok,
480,1777523177,8,5,3362,4,2,0.6667,1.0,0.5,2,0,2,3,16.0,0.286,0.33,0.289,0.385,32,0.571,0.2,0.154,0.286,16.0,0.286,0.34,0.296,0.409,0.536,0.25,23.333,0.417,0.049,0.037,0.074,0.696,0.093,23.667,0.423,0.0,0.0,0.0,0.625,0.054,ok,
481,1777523178,8,5,3393,4,3,0.8571,1.0,0.75,3,0,1,4,18.75,0.335,0.318,0.278,0.371,33,0.589,0.298,0.212,0.5,14.0,0.25,0.422,0.383,0.48,0.429,0.429,22.75,0.406,0.0,0.0,0.0,0.554,0.114,22.25,0.397,0.021,0.018,0.025,0.589,0.057,ok,
